Entry	Entry name	Gene names	Cross-reference (GeneID)
Q12158	SCC1_YEAST	MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04	851561;
P38907	CENPN_YEAST	CHL4 CTF17 MCM17 YDR254W YD9320A.04	851841;
Q12495	RLF2_YEAST	RLF2 CAC1 YPR018W YP9531.12	856129;
P47181	YJ9S_YEAST	YJR154W J2240	853619;
P22135	ATP12_YEAST	ATP12 YJL180C J0486	853259;
P40553	DOT5_YEAST	DOT5 YIL010W	854805;
P38523	GRPE_YEAST	MGE1 GRPE GRPE1 YGE1 YOR232W O5099	854407;
P33122	TYE7_YEAST	TYE7 SGC1 YOR344C O6233	854525;
P38222	RKM3_YEAST	RKM3 YBR030W YBR0314	852318;
P07261	GCR1_YEAST	GCR1 SIT3 YPL075W LPF10W	856030;
Q03010	UME1_YEAST	UME1 WTM3 YPL139C LPI7C	855964;
Q08157	YOL19_YEAST	YOL019W	854141;
P47034	ICS3_YEAST	ICS3 YJL077C J1033	853368;
Q06631	BFR2_YEAST	BFR2 YDR299W	851893;
P36003	NNK1_YEAST	NNK1 YKL171W YKL635	853683;
P25384	YC21B_YEAST	TY2B-C YCLWTy2-1 POL YCL019W YCL19W	850340;
P40016	RPN3_YEAST	RPN3 SUN2 YER021W	856742;
P53905	LSM7_YEAST	LSM7 YNL147W N1202 N1780	855575;
P39945	AST2_YEAST	AST2 YER101C	856838;
Q03667	MIX17_YEAST	MIX17 MIC17 YMR002W YM8270.04	855014;
P39078	TCPD_YEAST	CCT4 ANC2 TCP4 YDL143W	851412;
P20134	SFL1_YEAST	SFL1 YOR140W YOR3339W	854307;
P53244	ART5_YEAST	ART5 YGR068C	852960;
Q03919	RUB1_YEAST	RUB1 YDR139C YD9302.15C	851717;
P38205	NCL1_YEAST	NCL1 TRM4 YBL024W YBL0437	852257;
P53924	DMA2_YEAST	DMA2 CHF2 YNL116W N1925	855607;
P18852	GBG_YEAST	STE18 YJR086W J1866	853548;
Q12272	TPT1_YEAST	TPT1 YOL102C HRE230	854051;
P20438	CG12_YEAST	CLN2 YPL256C	855819;
P40009	YND1_YEAST	YND1 YER005W	856722;
P33297	PRS6A_YEAST	RPT5 YTA1 YOR117W O3258 YOR3258W	854284;
P38789	SSF1_YEAST	SSF1 YHR066W	856463;
P53900	PFD4_YEAST	GIM3 PFD4 YNL153C N1761	855569;
P46367	ALDH4_YEAST	ALD4 ALD7 ALDH2 YOR374W O6730	854556;
P50080	AZR1_YEAST	AZR1 YGR224W G8537	853139;
P38272	SHE3_YEAST	SHE3 YBR130C YBR1005	852427;
Q07655	WHI4_YEAST	WHI4 YDL224C D0839	851302;
Q08032	CDC45_YEAST	CDC45 SLD4 YLR103C L8004.11	850793;
Q02732	CENPP_YEAST	CTF19 MCM18 YPL018W LPB13W	856089;
P53863	JJJ1_YEAST	JJJ1 YNL227C N1254	855495;
Q99287	SEY1_YEAST	SEY1 YOR165W O3590	854336;
Q3E842	YM122_YEAST	YMR122W-A	855152;
P35056	PEX5_YEAST	PEX5 PAS10 YDR244W YD8419.11	851831;
Q12015	DSC3_YEAST	DSC3 YOR223W YOR50-13	854398;
P53062	BRR6_YEAST	BRR6 YGL247W NRA197	852645;
P38128	SMP1_YEAST	SMP1 YBR182C YBR1245	852480;
Q04212	ARA2_YEAST	ARA2 YMR041C YM9532.06C	855057;
P39014	MET30_YEAST	MET30 YIL046W	854765;
P26263	PDC6_YEAST	PDC6 YGR087C	852978;
Q03201	RT10_YEAST	RSM10 YDR041W YD6888.03	851611;
Q12253	YL046_YEAST	YLR046C L2111	850735;
P40354	NTA1_YEAST	NTA1 YJR062C J1742	853525;
P43568	CAK1_YEAST	CAK1 CIV1 YFL029C	850515;
Q12367	RKM5_YEAST	RKM5 YLR137W L3146	850828;
Q07953	SDO1_YEAST	SDO1 YLR022C	850709;
P53303	ZPR1_YEAST	ZPR1 YGR211W	853125;
P40507	AIR1_YEAST	AIR1 YIL079C	854731;
P53323	BUD32_YEAST	BUD32 LDB14 YGR262C	853178;
Q03177	YMZ2_YEAST	YMR102C YM6228.01C YM6543.09C YM9718.01C	855128;
P87108	TIM10_YEAST	TIM10 MRS11 YHR005C-A YHR005BC	856395;
Q12084	DAS2_YEAST	DAS2 RRT3 YDR020C PZE232	851583;
Q12354	APTH1_YEAST	YLR118C L2955	850809;
P39704	ERP2_YEAST	ERP2 YAL007C FUN54	851226;
P00359	G3P3_YEAST	TDH3 GPD3 YGR192C G7576	853106;
Q06204	YL446_YEAST	YLR446W	851167;
P53061	ZIP2_YEAST	ZIP2 YGL249W NRC704	852643;
P30283	CGS5_YEAST	CLB5 YPR120C P9642.8	856237;
Q12424	YD206_YEAST	YDL206W D1053	851321;
P38784	VMA22_YEAST	VMA22 YHR060W	856457;
P38819	ERP5_YEAST	ERP5 YHR110W	856510;
P53088	CTU1_YEAST	NCS6 CTU1 TUC1 YGL211W YGL210W-A	852661;
P40017	YAT2_YEAST	YAT2 YER024W	856745;
Q03557	GATA_YEAST	HER2 GEP6 LRC6 YMR293C	855338;
P40168	YNT5_YEAST	YNL195C N1390	855526;
P47134	BIR1_YEAST	BIR1 YJR089W J1880	853551;
Q05043	RSF1_YEAST	RSF1 YMR030W YM9973.03	855045;
P53226	BUD9_YEAST	BUD9 YGR041W G4152	852932;
P41835	THI6_YEAST	THI6 YPL214C	855887;
Q01560	NOP3_YEAST	NPL3 MTR13 MTS1 NAB1 NOP3 YDR432W D9461.19	852042;
P06208	LEU1_YEAST	LEU4 YNL104C N2173	855619;
Q12221	PUF2_YEAST	PUF2 YPR042C YP3085.06c YP9499.01	856155;
Q03081	MET31_YEAST	MET31 YPL038W P7102.12	856069;
P35729	NU120_YEAST	NUP120 RAT2 YKL057C YKL313 YKL314	853808;
P20676	NUP1_YEAST	NUP1 YOR098C YOR3182C	854265;
P32191	GPDM_YEAST	GUT2 YIL155C	854651;
P40467	ASG1_YEAST	ASG1 YIL130W	854676;
P25621	FEN2_YEAST	FEN2 YCR028C YCR28C	850394;
Q3E756	YB029_YEAST	YBL029C-A	852251;
P53301	CRH1_YEAST	CRH1 YGR189C G7553	853102;
P54785	MOT3_YEAST	MOT3 ROX7 YMR070W YM9916.09	855092;
P46965	SPC1_YEAST	SPC1 YJR010C-A YJR010BW	853467;
P39931	SS120_YEAST	SSP120 YLR250W L9672.4	850952;
Q06685	VIP1_YEAST	VIP1 YLR410W	851126;
Q05902	ECM38_YEAST	ECM38 CIS2 YLR299W	851006;
P18408	MET16_YEAST	MET16 YPR167C P9325.8	856296;
P54115	ALDH6_YEAST	ALD6 ALDH1 YPL061W LPE9	856044;
P36044	MNN4_YEAST	MNN4 YKL201C YKL200C	853634;
P53043	PPT1_YEAST	PPT1 YGR123C G6347	853023;
Q08601	MCA1_YEAST	MCA1 YCA1 YOR197W	854372;
P25334	CYPR_YEAST	CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W	850433;
P32493	AEP1_YEAST	AEP1 NCA1 YMR064W YM9916.03	855086;
P35497	DHSO1_YEAST	SOR1 SDH1 YJR159W J2395	853624;
P25694	CDC48_YEAST	CDC48 YDL126C	851431;
P33441	MFT1_YEAST	MFT1 YML062C	854940;
P38878	LNP_YEAST	LNP1 YHR192W	856599;
P40206	JLP2_YEAST	JLP2 YMR132C YM9375.01C	855162;
P53336	YG5X_YEAST	YGR283C	853200;
P10963	PCKA_YEAST	PCK1 PEPC PPC1 YKR097W	853972;
Q02046	MTD1_YEAST	MTD1 YKR080W YKR400	853955;
P53751	YN94_YEAST	YNR065C N3539	855802;
P33417	IXR1_YEAST	IXR1 ORD1 YKL032C YKL245	853836;
Q04383	PLM2_YEAST	PLM2 YDR501W	852112;
Q08492	BUD21_YEAST	BUD21 UTP16 YOR078W YOR29-29	854245;
P54999	RUXF_YEAST	SMX3 YPR182W P9705.4	856312;
P32797	CDC13_YEAST	CDC13 YDL220C	851306;
Q3E771	YL285_YEAST	YLR285C-A	1466418;
P32572	SPS18_YEAST	SPS18 SPX18 YNL204C N1354	855517;
Q08219	RRT8_YEAST	RRT8 YOL048C	854109;
Q04007	SND1_YEAST	SND1 YDR186C	851767;
P38859	DNA2_YEAST	DNA2 YHR164C	856569;
P53304	SLI1_YEAST	SLI1 YGR212W	853126;
P54199	MPS1_YEAST	MPS1 RPK1 YDL028C D2785	851533;
P04801	SYTC_YEAST	THS1 YIL078W	854732;
P40355	YJ31_YEAST	YJR061W J1736	853524;
P0C0T4	RS25B_YEAST	RPS25B RPS31 RPS31B YLR333C L8300.10	851045;
P26188	MGMT_YEAST	MGT1 YDL200C D1204	851327;
P40971	LYS14_YEAST	LYS14 YDR034C YD9673.04C	851598;
P38734	MUP3_YEAST	MUP3 YHL036W	856349;
P52960	PIP2_YEAST	PIP2 OAF2 YOR363C	854545;
Q8TGT7	YG204_YEAST	YGR204C-A	1466462;
P32523	PRP19_YEAST	PRP19 PSO4 YLL036C	850623;
P49960	PRP24_YEAST	PRP24 YMR268C YM8156.10C	855310;
P41277	GPP1_YEAST	GPP1 RHR2 YIL053W	854758;
P50078	TOS2_YEAST	TOS2 YGR221C G8523	853136;
P53750	YN93_YEAST	YNR064C N3535	855801;
Q06224	YSH1_YEAST	YSH1 BRR5 YLR277C	850983;
P08640	FLO11_YEAST	FLO11 MAL5 MUC1 S1 S2 YIR019C	854836;
P54791	ORC4_YEAST	ORC4 YPR162C P9325.5	856291;
P32903	PMP1_YEAST	PMP1 YCR024C-A YCR24C-A	850389;
P32591	SWI3_YEAST	SWI3 TYE2 YJL176C J0495	853264;
P07272	PPR1_YEAST	PPR1 YLR014C	850701;
P47041	BIT61_YEAST	BIT61 YJL058C J1141	853388;
P47086	YJY1_YEAST	YJR011C J1438 YJR83.26	853468;
Q12017	PLP2_YEAST	PLP2 VIAF1 YOR281C	854456;
P47158	CAF17_YEAST	IBA57 CAF17 YJR122W J2043	853586;
P38318	YB70_YEAST	YBR220C YBR1510	852521;
Q07651	FMP45_YEAST	FMP45 YDL222C	851304;
Q06598	ARR3_YEAST	ARR3 ACR3 YPR201W P9677.2	856331;
Q02767	VPS28_YEAST	VPS28 VPT28 YPL065W LPE5W	856040;
Q08202	OPI10_YEAST	OPI10 YOL032W	854125;
P40056	GET2_YEAST	GET2 HUR2 RMD7 YER083C	856817;
P26637	SYLC_YEAST	CDC60 YPL160W P2564	855943;
P36016	LHS1_YEAST	LHS1 YKL073W YKL355	853789;
P16120	THRC_YEAST	THR4 YCR053W YCR53W	850420;
P52490	UBC13_YEAST	UBC13 YDR092W YD6652.04	851666;
Q07799	LMO1_YEAST	LMO1 YLL007C L1353	850653;
P04387	GAL80_YEAST	GAL80 YML051W YM9827.01 YM9958.12	854954;
Q03897	WDR59_YEAST	MTC5 SEA3 YDR128W	851706;
P35845	OSH1_YEAST	SWH1 OSH1 YAR042W YAR044W	851286;
Q12460	NOP56_YEAST	NOP56 SIK1 YLR197W L8167.9	850894;
P36421	SYYC_YEAST	TYS1 MGM104 YGR185C G7522	853097;
P38288	TOS1_YEAST	TOS1 YBR162C YBR1213	852459;
P08458	SPS1_YEAST	SPS1 YDR523C D9719.27	852135;
P38284	ICS2_YEAST	ICS2 YBR157C YBR1207	852454;
P10663	RT02_YEAST	MRP2 YPR166C P9325.7	856295;
P53633	PRA1_YEAST	YIP3 PRA1 YNL044W N2650	855683;
Q04048	SYF1_YEAST	SYF1 NTC90 YDR416W	852025;
P48510	DSK2_YEAST	DSK2 SHE4 YMR276W YM8021.02	855319;
Q08886	GPB1_YEAST	GPB1 KRH2 YOR371C	854553;
Q05166	NUP59_YEAST	ASM4 NUP59 YDL088C D2420	851470;
Q03002	FRK1_YEAST	FRK1 YPL141C	855962;
P43586	LOC1_YEAST	LOC1 YFR001W	850551;
P51979	HFM1_YEAST	HFM1 MER3 YGL251C NRE1046	852641;
P53294	PUS6_YEAST	PUS6 YGR169C	853079;
Q06697	CDC73_YEAST	CDC73 YLR418C	851136;
Q04969	SPC2_YEAST	SPC2 SPY1 YML055W YM9958.07	854949;
Q12218	TIR4_YEAST	TIR4 YOR009W UNB487	854173;
Q12000	TMA46_YEAST	TMA46 DFRP1 YOR091W YOR3160w	854258;
P00401	COX1_YEAST	COX1 OXI3 Q0045	854598;
Q06287	NEP1_YEAST	EMG1 NEP1 YLR186W L9470.5	850883;
P40209	GAT2_YEAST	GAT2 YMR136W YM9375.05	855167;
P25646	PDP2_YEAST	PTC6 AUP1 PPP2 YCR079W YCR79C YCR79W	850441;
P53744	BIO5_YEAST	BIO5 YNR056C N3502	855793;
P05756	RS13_YEAST	RPS13 RPS13C YDR064W D4252 YD9609.18	851636;
P02294	H2B2_YEAST	HTB2 H2B2 YBL002W YBL0104	852284;
Q12680	GLT1_YEAST	GLT1 YDL171C	851383;
P39925	AFG3_YEAST	AFG3 YTA10 YER017C	856737;
P24814	GRR1_YEAST	GRR1 CAT80 COT2 YJR090C J1885	853552;
P46972	IMP2_YEAST	IMP2 YMR035W YM9973.09	855051;
Q04675	SEN15_YEAST	SEN15 YMR059W YM9796.12	855081;
P46961	GPI2_YEAST	GPI2 GCR4 YPL076W LPF9W	856029;
Q06568	NDE1_YEAST	NDL1 YLR254C	850956;
P53840	TOF1_YEAST	TOF1 YNL273W N0636	855448;
P22149	AFT1_YEAST	AFT1 RCS1 YGL071W	852809;
Q12068	GRE2_YEAST	GRE2 YOL151W	854014;
P38295	MCFS2_YEAST	EHT1 YBR177C YBR1239	852476;
P32943	CGS6_YEAST	CLB6 YGR109C G5970	853003;
P38162	MIX23_YEAST	MIX23 MIC23 YBL107C YBL0805	852167;
P41940	MPG1_YEAST	PSA1 MPG1 SRB1 VIG9 YDL055C	851504;
Q08816	YO352_YEAST	YOR352W	854534;
O14455	RL36B_YEAST	RPL36B RPL39B YPL249C-A YPL249BC	855826;
P38087	YMC2_YEAST	YMC2 YBR104W YBR0833	852401;
Q12146	PSF3_YEAST	PSF3 YOL146W	854019;
P43579	IES1_YEAST	IES1 YFL013C	850534;
P46987	YJS1_YEAST	YJL181W J0435	853257;
P38820	UBA4_YEAST	UBA4 NCS3 YHR111W	856511;
Q08905	FRE3_YEAST	FRE3 YOR381W O6754	854563;
P36517	RM04_YEAST	MRPL4 YLR439W L9753.1	851160;
Q99299	AIM44_YEAST	AIM44 YPL158C P2570	855945;
Q04272	VPS20_YEAST	VPS20 ASI10 CHM6 VPT20 YMR077C YM9582.02C	855101;
P32449	AROG_YEAST	ARO4 YBR249C YBR1701	852551;
Q07508	LUC7_YEAST	LUC7 EPE1 EXM2 YDL087C	851471;
P06245	KAPB_YEAST	TPK2 PKA2 YKR1 YPL203W	855898;
Q07454	YD073_YEAST	YDL073W	851486;
Q3E7C1	TFB5_YEAST	TFB5 YDR079C-A	851652;
P53950	VAC7_YEAST	VAC7 YNL054W N2467 YNL2467W	855673;
P38795	NADE_YEAST	QNS1 YHR074W	856473;
P32381	ARP2_YEAST	ARP2 ACT2 YDL029W D2778	851532;
Q07786	DHSO2_YEAST	SOR2 YDL246C	851351;
P35169	TOR1_YEAST	TOR1 DRR1 YJR066W J1803	853529;
P39717	GPB2_YEAST	GPB2 KRH1 YAL056W	851243;
Q07950	YEH2_YEAST	YEH2 YLR020C	850707;
Q08650	DGAT2_YEAST	DGA1 YOR245C	854419;
P53278	YG3A_YEAST	YGR130C	853031;
P47024	YJ41B_YEAST	TY4B-J YJLWTy4-1 POL YJL113W J0780	853330;
P38836	ECM14_YEAST	ECM14 YHR132C	856533;
P22217	TRX1_YEAST	TRX1 TRX2 YLR043C	850732;
P53897	IGO1_YEAST	IGO1 YNL157W N1743	855565;
P40302	PSA6_YEAST	PRE5 YMR314W YM9924.06	855362;
P47155	ILM1_YEAST	ILM1 YJR118C J2033	853582;
P40366	DLS1_YEAST	DLS1 YJL065C HRD167 J1115	853381;
Q06132	SGD1_YEAST	SGD1 YLR336C	851049;
P40450	BNR1_YEAST	BNR1 YIL159W	854647;
P38766	RRM3_YEAST	RRM3 RTT104 YHR031C	856426;
Q04322	GYL1_YEAST	GYL1 APP2 YMR192W YM9646.04	855230;
P53318	COQ6_YEAST	COQ6 YGR255C G9165	853170;
Q99383	HRP1_YEAST	HRP1 NAB4 NAB5 YOL123W	853997;
Q06640	YD306_YEAST	YDR306C	851900;
P21339	MSB1_YEAST	MSB1 YOR188W	854360;
P25608	YCZ2_YEAST	YCR102C	850466;
Q12690	RL13A_YEAST	RPL13A YDL082W	851477;
P06105	SC160_YEAST	SCP160 HX YJL080C J1017	853365;
P53264	CLD1_YEAST	CLD1 YGR110W G6140	853007;
P53178	ALG13_YEAST	ALG13 YGL047W	852835;
Q07688	YPD1_YEAST	YPD1 YDL235C D0790	851363;
P40447	NIT1_YEAST	NIT1 YIL164C YI9402.10BC	854642;
Q12245	POC4_YEAST	POC4 DMP1 YPL144W	855959;
Q12466	TCB1_YEAST	TCB1 YOR086C YOR3141c	854253;
P54005	DIA1_YEAST	DIA1 YMR316W YM9924.08	855364;
P39943	MIG3_YEAST	MIG3 YER028C	856750;
P22202	HSP74_YEAST	SSA4 YER103W	856840;
P09950	HEM1_YEAST	HEM1 CYD1 YDR232W YD9934.16	851818;
P36032	MCH2_YEAST	MCH2 YKL221W	853659;
P32451	BIOB_YEAST	BIO2 YGR286C	853203;
P37293	NAT2_YEAST	NAT2 YGR147C G6630	853050;
Q06440	CORO_YEAST	CRN1 YLR429W L9576.2	851148;
P47149	NNF1_YEAST	NNF1 YJR112W J2011	853576;
P02309	H4_YEAST	HHF1 YBR009C YBR0122; HHF2 YNL030W N2752	852294;855701;
P47075	VTC4_YEAST	VTC4 PHM3 YJL012C J1345	853441;
P01097	ATIF_YEAST	INH1 YDL181W D1305	851347;
P40455	YIP2_YEAST	YIL152W	854654;
Q92325	LAG2_YEAST	LAG2 YOL025W	854133;
P31386	ATS1_YEAST	ATS1 KTI13 YAL020C FUN28 YAL006	851213;
P15700	KCY_YEAST	URA6 SOC8 YKL024C	853844;
P53317	NOP19_YEAST	NOP19 YGR251W	853166;
P47180	PGLR_YEAST	PGU1 PGL1 PSM1 YJR153W J2235	853618;
P17442	PHO81_YEAST	PHO81 YGR233C G8567	853148;
P43537	YFG7_YEAST	YFL067W	850477;
P38900	YH19_YEAST	YHR219W	856629;
P38215	YBM3_YEAST	YBR013C YBR0209	852300;
Q03654	CEF1_YEAST	CEF1 NTC85 YMR213W YM8261.07	855253;
Q03761	TAF12_YEAST	TAF12 TAF61 TAF68 YDR145W YD8358.02	851723;
Q08968	SELO_YEAST	FMP40 YPL222W	855879;
P39008	POP2_YEAST	POP2 CAF1 YNR052C N3470	855788;
P14066	CBS1_YEAST	CBS1 YDL069C	851491;
P14164	ABF1_YEAST	ABF1 BAF1 OBF1 REB2 SBF1 YKL112W YKL505	853748;
Q3E7Z5	YI002_YEAST	YIL002W-A	1466493;
Q07821	ISA1_YEAST	ISA1 YLL027W	850632;
Q08273	RBX1_YEAST	HRT1 RBX1 ROC1 YOL133W	853986;
Q04734	PALI_YEAST	RIM9 YMR063W YM9916.02	855085;
P53158	KXD1_YEAST	KXD1 YGL079W	852801;
Q08438	VHS3_YEAST	VHS3 YOR054C YOR29-05	854220;
P51996	YPT32_YEAST	YPT32 YPT11 YGL210W	852662;
P38257	MMS4_YEAST	MMS4 SLX2 YBR098W YBR0826 YBR0829 YBR100W	852395;
Q03687	ANY1_YEAST	ANY1 CFS1 YMR010W YM8270.13	855022;
Q08957	AFT2_YEAST	AFT2 YPL202C	855899;
P48240	MTR3_YEAST	MTR3 YGR158C G6676	853062;
Q12024	YTM1_YEAST	YTM1 YOR272W	854446;
P07213	TOM70_YEAST	TOM70 MAS70 OMP1 YNL121C N1905	855602;
P40348	RFC2_YEAST	RFC2 YJR068W J1808	853531;
Q08746	RRS1_YEAST	RRS1 YOR294W	854469;
Q08471	MSA1_YEAST	MSA1 YOR066W YOR29-17	854232;
P39708	DHE5_YEAST	GDH3 YAL062W FUN51	851237;
Q00684	CDC14_YEAST	CDC14 OAF3 YFR028C	850585;
P36037	DOA1_YEAST	DOA1 UFD3 ZZZ4 YKL213C	853667;
P40583	YPS6_YEAST	YPS6 YIR039C	854857;
P32862	RGT1_YEAST	RGT1 YKL038W YKL251	853828;
P14127	RS17B_YEAST	RPS17B RP51B YDR447C	852058;
P25044	PTP1_YEAST	PTP1 YDL230W	851368;
P53427	PAU4_YEAST	PAU4 YLR461W L9122.1	851183;
Q08217	PSK2_YEAST	PSK2 YOL045W	854111;
P32457	CDC3_YEAST	CDC3 YLR314C L8543.7	851024;
P40478	VDAC2_YEAST	POR2 YIL114C	854692;
P31334	RM09_YEAST	MRPL9 YGR220C G8520	853135;
P53854	CWC25_YEAST	CWC25 YNL245C N0901	855476;
P36053	ELF1_YEAST	ELF1 YKL160W YKL614	853697;
Q08417	RSB1_YEAST	RSB1 YOR049C O2787	854214;
P47039	BNA3_YEAST	BNA3 YJL060W J1138	853386;
Q06107	YP114_YEAST	YPR114W	856230;
P40055	UTP7_YEAST	UTP7 KRE31 YER082C	856815;
P53010	PAN2_YEAST	PAN2 YGL094C	852786;
Q03503	NAA30_YEAST	MAK3 NAA30 YPR051W YP9499.08	856163;
P38970	HAL5_YEAST	HAL5 YJL165C J0531	853274;
P07244	PUR2_YEAST	ADE5,7 YGL234W	852617;
P40362	UTP18_YEAST	UTP18 YJL069C HRE594 J1098	853376;
P47182	AAD10_YEAST	AAD10 YJR155W J2245	853620;
P37292	GLYM_YEAST	SHM1 SHMT1 YBR263W YBR1732	852565;
Q05533	INM2_YEAST	INM2 IMP2 YDR287W	851881;
P32598	PP12_YEAST	GLC7 CID1 DIS2 YER133W	856870;
P38266	AIM3_YEAST	AIM3 YBR108W YBR0901	852405;
P43590	YFH6_YEAST	YFR006W	850556;
P35172	TREB_YEAST	NTH2 YBR001C YBR0106	852286;
Q08193	GAS5_YEAST	GAS5 YOL030W	854127;
P69852	HSK3_YEAST	HSK3 YKL138C-A	853719;
P47093	LSM8_YEAST	LSM8 YJR022W J1464 YJR83.16	853479;
Q05029	BCH1_YEAST	BCH1 YMR237W YM9959.19	855277;
Q04179	URH1_YEAST	URH1 YDR400W D9509.19	852009;
P47113	BFA1_YEAST	BFA1 YJR053W J1667	853513;
P19158	IRA2_YEAST	IRA2 CCS1 GLC4 YOL081W O0985	854073;
Q08223	AIM39_YEAST	AIM39 YOL053W O1269	854103;
P32603	SPR1_YEAST	SPR1 SSG1 YOR190W	854362;
P00175	CYB2_YEAST	CYB2 YML054C YM9958.08C	854950;
P25559	DCC1_YEAST	DCC1 YCL016C YCL16C	850344;
Q12110	YL049_YEAST	YLR049C L2121	850738;
Q12421	ATG31_YEAST	ATG31 CIS1 YDR022C PZD196 YD9335.08c	851585;
Q08119	ESC8_YEAST	ESC8 YOL017W	854143;
Q12305	RDL1_YEAST	RDL1 YOR285W	854459;
P34087	RPB7_YEAST	RPB7 YDR404C D9509.22	852013;
Q08921	TCO89_YEAST	TCO89 YPL180W	855922;
P38348	HSM3_YEAST	HSM3 YBR272C YBR1740	852575;
A2P2R3	YM084_YEAST	YMR084W	855108;
P07246	ADH3_YEAST	ADH3 YMR083W YM9582.08	855107;
P53752	YN95_YEAST	YNR066C N3543	855803;
P50107	LGUL_YEAST	GLO1 YML004C YM9571.15C	855009;
Q12030	TAF10_YEAST	TAF10 TAF23 TAF25 YDR167W YD9489.02	851745;
Q99393	IZH4_YEAST	IZH4 YOL101C	854052;
P38799	YHN8_YEAST	YHR078W	856477;
P38332	DPH7_YEAST	RRT2 DPH7 ERE1 YBR246W YBR1634	852548;
P39102	XDJ1_YEAST	XDJ1 YLR090W L9449.3	850779;
P53951	COG5_YEAST	COG5 COD4 YNL051W N2476 YNL2476W	855676;
P38731	ARN1_YEAST	ARN1 YHL040C	856345;
P38705	SYSM_YEAST	DIA4 YHR011W	856402;
P27895	CIN8_YEAST	CIN8 KSL2 YEL061C	856648;
P07236	SYTM_YEAST	MST1 YKL194C	853640;
P25579	LRE1_YEAST	LRE1 YCL051W YCL51W	850306;
Q12208	USB1_YEAST	USB1 YLR132C L3127	850823;
P0CX08	DSF1_YEAST	DSF1 MAN1 YEL070W	855810;856639;
P0CX09	MAN2_YEAST	MAN2 YNR073C N3810	855810;856639;
P41939	IDHC_YEAST	IDP2 YLR174W L9470.12	850871;
P47025	MDV1_YEAST	MDV1 FIS2 GAG3 NET2 YJL112W J0802	853332;
P15019	TAL1_YEAST	TAL1 YLR354C L9638.6	851068;
P23503	NAR1_YEAST	NAR1 YNL240C N1114	855481;
P39000	SHC1_YEAST	SHC1 YER096W	856832;
P32916	SRPR_YEAST	SRP101 YDR292C D9819.3	851886;
P36116	VPS51_YEAST	VPS51 API3 VPS67 WHI6 YKR020W	853890;
P38709	UGPA2_YEAST	YHL012W	856374;
Q12365	BBP1_YEAST	BBP1 YPL255W P0745	855820;
P54787	VPS9_YEAST	VPS9 VPT9 YML097C	854876;
P38711	RS27B_YEAST	RPS27B YHR021C	856415;
P10363	PRI1_YEAST	PRI1 YIR008C YIB8C	854825;
Q07928	GAT3_YEAST	GAT3 YLR013W	850700;
P36152	DRE2_YEAST	DRE2 YKR071C	853945;
Q07788	COS7_YEAST	COS7 YDL248W	851348;
P38238	TRM7_YEAST	TRM7 YBR061C YBR0527	852353;
Q06580	MLC2_YEAST	MLC2 YPR188C P9677.10	856318;
Q04898	YM99_YEAST	YMR321C YM9924.13C	855371;
P36111	YKZ5_YEAST	YKR015C	853885;
P38716	YHR2_YEAST	YHR112C	856512;
Q00947	STP1_YEAST	STP1 BAP1 SSY2 YDR463W D8035.7	852074;
P00044	CYC1_YEAST	CYC1 YJR048W J1653	853507;
P22804	BET1_YEAST	BET1 SLY12 YIL004C YIA4C	854813;
Q12315	GLE1_YEAST	GLE1 BRR3 RSS1 YDL207W D1049	851320;
P46948	RRP41_YEAST	SKI6 ECM20 RRP41 YGR195W G7587	853109;
P16649	TUP1_YEAST	TUP1 AAR1 AER2 AMM1 CYC9 FLK1 SFL2 UMR7 YCR084C YCR84C	850445;
P52870	SC6B1_YEAST	SBH1 SEB1 YER087C-B YER087BC	856821;
P40035	PIC2_YEAST	PIC2 YER053C	856779;
P46654	RSSA2_YEAST	RPS0B NAB1B NAB4 YST2 YLR048W L2118	850737;
P02381	RMAR_YEAST	VAR1 Q0140	854586;
P53168	DUO1_YEAST	DUO1 YGL061C	852819;
P26343	DAL80_YEAST	DAL80 UGA43 YKR034W	853904;
P53058	VEL1_YEAST	VEL1 YGL258W NRA206	852634;
P32913	VPS17_YEAST	VPS17 PEP21 YOR132W O3314 YOR3314W	854300;
P53829	CAF40_YEAST	CAF40 YNL288W N0540	855428;
Q02983	RRN5_YEAST	RRN5 YLR141W L3165 L9606.3	850832;
Q05567	SGPL_YEAST	DPL1 BST1 YDR294C D9819.5	851888;
Q12453	CEX1_YEAST	CEX1 YOR112W O3240 YOR3240w	854279;
P32264	PROB_YEAST	PRO1 YDR300C D9740.12	851894;
Q05611	BSC2_YEAST	BSC2 YDR275W	851868;
P32178	CHMU_YEAST	ARO7 OSM2 YPR060C YP9499.15C	856173;
Q12161	PSH1_YEAST	PSH1 YOL054W O1263	854102;
Q04472	MGR3_YEAST	MGR3 FMP24 YMR115W YM9718.14	855142;
P39715	ECM1_YEAST	ECM1 SIM1 YAL059W	851240;
P49954	NIT3_YEAST	NIT3 YLR351C L9638.5	851065;
P32463	ACPM_YEAST	ACP1 YKL192C	853642;
P15424	MS116_YEAST	MSS116 YDR194C YD9346.05C	851775;
P38244	PFF1_YEAST	PFF1 YBR074W YBR0718 YBR0719 YBR075W	852366;
Q06106	MRD1_YEAST	MRD1 YPR112C	856228;
Q12427	STB3_YEAST	STB3 YDR169C YD9489.04c	851747;
